Test set image file,Euclidean distance between image and training set image,Cosine similarity between image and training set image
label0_478d8265d.jpg,50.53868024,0.006383423
label0_6ebebb0d3.jpg,50.88148974,0.005757246
label0_37e20749d.jpg,50.98803532,0.004244592
label0_c21aeed3b.jpg,51.45909295,0.006633074
label0_6099f39dc.jpg,51.49519815,0.006645147
label0_49e374bd3.jpg,51.4963409,0.006645429
label0_7ac8253f5.jpg,51.68847819,0.005575576
label0_0a5ad2f0f.jpg,51.8136235,0.004461024
label0_203ede335.jpg,52.4329017,0.004235762
label0_bc138a5ee.jpg,52.5931844,0.004563408
label0_974bd9df0.jpg,53.23215287,0.007076216
label0_1cb0a0a2f.jpg,53.4413432,0.005217267
label0_6e29dc790.jpg,53.7050336,0.006992813
label0_feb7f851f.jpg,54.04663585,0.007276571
label0_63f58e5d6.jpg,54.15315502,0.003877765
label0_27623931a.jpg,55.10958068,0.007548446
label0_619e14fc9.jpg,55.46527619,0.007339328
label0_5d65e94a7.jpg,55.94100287,0.006653603
label0_250f61fb3.jpg,56.12872707,0.007908866
label0_81032f953.jpg,56.35803817,0.007832616
label0_e09da86ae.jpg,56.40401141,0.005705235
label0_c25e6b179.jpg,56.44997132,0.00562386
label0_94e442ad4.jpg,56.64896664,0.007982233
label0_46b1a844e.jpg,56.64971631,0.007489763
label0_eef394782.jpg,56.73989705,0.004178436
label0_be2442d87.jpg,56.93509002,0.008140159
label0_0b202a5ad.jpg,56.94602434,0.007068854
label0_ed8edd8a1.jpg,57.07746572,0.007008915
label0_48bfce24a.jpg,57.10065659,0.007531857
label0_bd6a86721.jpg,57.13176135,0.004491736
label0_481ddca2b.jpg,58.1454026,0.005623265
label0_a54129141.jpg,58.8398001,0.00869199
label0_27ff1f9f7.jpg,58.95920432,0.008678251
label0_39fe944cc.jpg,58.98248875,0.008663542
label0_a96ddfce2.jpg,59.04704867,0.006514286
label0_ec5949047.jpg,59.09016511,0.008213182
label0_36bd8f2a7.jpg,59.14693061,0.006699818
label0_b7f1c1eea.jpg,59.26811949,0.005658667
label0_9bd8189cb.jpg,59.55003169,0.007981206
label0_aeff95093.jpg,59.64818037,0.006189207
label0_9e64fcd30.jpg,59.69707073,0.007648837
label0_ce8a0a234.jpg,60.23782815,0.008916427
label0_b67f8e63f.jpg,60.27522459,0.009125072
label0_9adebade1.jpg,60.60589996,0.009078315
label0_3e1a0403b.jpg,61.18882266,0.006054208
label0_5e6815274.jpg,61.24006762,0.00596288
label0_d9fc7e2f2.jpg,61.27824453,0.005340192
label0_05bb18957.jpg,61.38103017,0.009409506
label0_e2793bad2.jpg,61.5222063,0.008125698
label0_9483f74ad.jpg,61.77248728,0.007770577
label0_aec52b718.jpg,61.9741208,0.009468192
label0_ca30909ec.jpg,62.09373351,0.009246418
label0_cda8f98cb.jpg,62.1277543,0.009679812
label0_b23f90fb7.jpg,62.24233253,0.004572522
label0_be4f811a7.jpg,62.37861772,0.007552008
label0_a3fc0bdd6.jpg,62.40854199,0.007613076
label0_1f54ac735.jpg,62.60020968,0.009800416
label0_76b0945b4.jpg,62.71235261,0.00985411
label0_5e18e1844.jpg,62.72458169,0.008964324
label0_5e3a14360.jpg,63.21068741,0.010002193
label0_4fe1a879c.jpg,63.24286357,0.007395781
label0_7f5bd2550.jpg,63.45443615,0.007180564
label0_a8a982a07.jpg,63.49113989,0.009874942
label0_dd975164a.jpg,63.58418118,0.008226007
label0_cd4a71d17.jpg,63.63397531,0.00966688
label0_b24896622.jpg,63.7770399,0.010182484
label0_d95a9bc58.jpg,63.85544192,0.005418699
label0_a2377d13f.jpg,64.12541273,0.010303601
label0_4eeafada5.jpg,64.65680563,0.008675625
label0_7bcd7a3c4.jpg,64.70499179,0.008843329
label0_9bfa8c569.jpg,64.70892435,0.009757216
label0_c8a11db96.jpg,64.71084045,0.007402318
label0_86f6cc389.jpg,64.96954091,0.010612464
label0_19f3fd5f9.jpg,65.01791112,0.004243991
label0_27f9c23bd.jpg,65.52913014,0.009452573
label0_578ba64cc.jpg,65.73018526,0.009177414
label0_3b1590277.jpg,65.80565108,0.008668051
label0_3e6848e8d.jpg,66.10618141,0.007824961
label0_6869514ca.jpg,66.24855473,0.011037703
label0_feebccc73.jpg,66.33585686,0.011060367
label0_d6f74b2a0.jpg,66.49787675,0.00396634
label0_31ef144f8.jpg,66.50312617,0.008301031
label0_438caa473.jpg,66.51215393,0.0081313
label0_2cf368c20.jpg,66.56474712,0.00936506
label0_3c7a4b9bf.jpg,66.59037584,0.007896896
label0_1ce62dfc0.jpg,66.85150098,0.011115421
label0_35e091132.jpg,67.0752522,0.009929247
label0_47274aef1.jpg,67.09783489,0.011265936
label0_d57af4d8b.jpg,67.10579332,0.006291696
label0_903a4f9e6.jpg,67.18417799,0.0113371
label0_6a7567d37.jpg,67.22278099,0.010251695
label0_3a8c4efe7.jpg,67.25480855,0.007726444
label0_fb4ad0679.jpg,67.37831734,0.009369977
label0_b14b855e6.jpg,67.43413207,0.011096655
label0_7bc5a99d5.jpg,67.68216855,0.010891916
label0_bf9ec9501.jpg,67.70520979,0.010761974
label0_0b2d14bfd.jpg,67.72627689,0.010211059
label0_d0efba2d6.jpg,67.87811079,0.003980374
label0_ca1ba152c.jpg,68.0359112,0.00513257
label0_7fceeb19e.jpg,68.32343969,0.009576563
label0_0821136d7.jpg,68.38973159,0.010810363
label0_ea414b9da.jpg,68.41924596,0.010333528
label0_09627b1bf.jpg,68.64214677,0.00795167
label0_81cec825e.jpg,68.67374685,0.011385793
label0_4c10454f2.jpg,68.76472735,0.011775592
label0_fd0c52161.jpg,69.03378007,0.011427155
label0_f72f8467b.jpg,69.32447153,0.011355522
label0_e430d4f76.jpg,69.3381148,0.010946103
label0_91b490cf4.jpg,69.39690934,0.012118192
label0_70c0aebb4.jpg,69.40497508,0.011140347
label0_d17a26f0c.jpg,69.42783064,0.012027056
label0_36da02b55.jpg,69.45459795,0.010726701
label0_91420d21b.jpg,69.57218485,0.011149661
label0_bc68e0820.jpg,69.58936501,0.011957764
label0_28b85d2d2.jpg,69.87097286,0.009048677
label0_a7545c9c0.jpg,70.02672517,0.012246446
label0_a9b87142c.jpg,70.03614786,0.010813639
label0_9d3bed2a3.jpg,70.08312382,0.010175448
label0_73bbc91f1.jpg,70.11743124,0.012370479
label0_dc7c4b465.jpg,70.28499211,0.008778568
label0_67fc6eeb8.jpg,70.3648498,0.010687395
label0_c04aa9618.jpg,70.3653127,0.010687717
label0_315767421.jpg,70.57260448,0.012452144
label0_3e430c661.jpg,70.70419103,0.008231101
label0_f83aa5759.jpg,70.74179148,0.012490097
label0_e2ec0b2fc.jpg,70.8017454,0.011862794
label0_a3a790c8f.jpg,70.81660086,0.012595512
label0_0c1c63e68.jpg,70.82771696,0.012558771
label0_9a762b892.jpg,70.83676542,0.006750724
label0_9eb8c84bd.jpg,70.838012,0.01210763
label0_49b22649d.jpg,71.0608333,0.010395929
label0_4b159f1b8.jpg,71.12941858,0.011822684
label0_ecd8fc5e7.jpg,71.20730786,0.00544513
label0_619e26127.jpg,71.42494888,0.01283173
label0_82add8f46.jpg,71.46001697,0.012290954
label0_5e995a151.jpg,71.48022722,0.012556689
label0_8a3cb76e2.jpg,71.63605505,0.005621782
label0_dac8a53f7.jpg,71.65231572,0.009845059
label0_61072870e.jpg,71.75322988,0.011664458
label0_375260eb6.jpg,71.75536808,0.012901914
label0_29360cd19.jpg,71.88154744,0.008888316
label0_9fee0c63a.jpg,72.04556453,0.011291002
label0_7c016d59f.jpg,72.16994202,0.013087602
label0_af17634f8.jpg,72.19374548,0.011611578
label0_3a61a6135.jpg,72.33225306,0.011936903
label0_115d51e4f.jpg,72.35313757,0.012967501
label0_58a953c4a.jpg,72.3742073,0.010596107
label0_e1eaea5df.jpg,72.40332249,0.007320425
label0_290990afb.jpg,72.43881943,0.012399579
label0_a49b73fd3.jpg,72.52598246,0.013195993
label0_7a8ef119e.jpg,72.57076855,0.007609358
label0_6d65f84f0.jpg,72.60217713,0.013222492
label0_c94938299.jpg,72.60686512,0.012399646
label0_63d58f327.jpg,72.61627863,0.010590872
label0_ebeaefa1b.jpg,72.67238012,0.010106601
label0_90cea0761.jpg,72.69711414,0.004582446
label0_8ab887d08.jpg,72.75523866,0.010231498
label0_744f5f73b.jpg,72.8195051,0.012044797
label0_5a9da43e1.jpg,72.82409674,0.012746134
label0_a70390e7a.jpg,72.83181112,0.012850141
label0_0a058fcb6.jpg,72.83399051,0.011262407
label0_34dbb5229.jpg,72.83770333,0.010829382
label0_d8ce6ab59.jpg,72.84077879,0.013347555
label0_9664c1477.jpg,72.87461891,0.013185936
label0_b405cede8.jpg,73.03200575,0.012773038
label0_28bc8094e.jpg,73.07677434,0.004016468
label0_5fd8e2c76.jpg,73.15932401,0.012461148
label0_7cb0d415a.jpg,73.2145872,0.010399553
label0_03af7f0c0.jpg,73.33896497,0.011000323
label0_6ef0c216a.jpg,73.35884153,0.013171484
label0_217ec0ebe.jpg,73.35912108,0.012986082
label0_53dbd2af9.jpg,73.4178322,0.006161252
label0_353aeef37.jpg,73.44092966,0.012992467
label0_3d65402c6.jpg,73.44389914,0.010439526
label0_23109ddf4.jpg,73.47370156,0.013585988
label0_a20f83481.jpg,73.53545356,0.00515472
label0_e252d3c98.jpg,73.80168851,0.011525255
label0_3c08b8734.jpg,73.80533672,0.009894549
label0_8726568e0.jpg,73.82136517,0.011846149
label0_00b989e78.jpg,73.85705199,0.009649341
label0_ba12ba223.jpg,73.86733986,0.012725003
label0_d836aca54.jpg,73.91753658,0.01208915
label0_79a1e26f6.jpg,73.93544458,0.011671153
label0_0d2a8b196.jpg,73.95287723,0.013485588
label0_db1203cf7.jpg,74.06309757,0.013814771
label0_b28263013.jpg,74.14352303,0.012597657
label0_fe849b86c.jpg,74.15531349,0.006437407
label0_f274086c4.jpg,74.35838712,0.013375976
label0_69cd30414.jpg,74.40778444,0.013532543
label0_ca8d0b4e0.jpg,74.46879842,0.005675286
label0_e616d2879.jpg,74.51941527,0.005590366
label0_64fd46742.jpg,74.55053819,0.011002885
label0_75c421bbd.jpg,74.56488594,0.008195297
label0_ac2f58068.jpg,74.6014756,0.011490848
label0_5d82ecaa0.jpg,74.62772382,0.008592173
label0_336f2abaa.jpg,74.72825572,0.010303599
label0_bdafa8bf2.jpg,74.79844721,0.006444674
label0_5e4546504.jpg,74.88652669,0.004317913
label0_fac3481a4.jpg,74.91736655,0.004511463
label0_9ed73526a.jpg,75.09348514,0.009006314
label0_bec57156d.jpg,75.11482114,0.010043928
label0_d930342a1.jpg,75.2449343,0.014262459
label0_8561d4265.jpg,75.33325117,0.012140343
label0_b56eaf11d.jpg,75.37945991,0.013344061
label0_1a23e4531.jpg,75.38384451,0.007179056
label0_6bcfe3b99.jpg,75.44747617,0.01410011
label0_aa1c7c9cd.jpg,75.50361999,0.011414366
label0_026105525.jpg,75.52958921,0.012059044
label0_0a8fddf7a.jpg,75.67457433,0.01437029
label0_a0383c60d.jpg,75.67633441,0.006720766
label0_4f9790fcf.jpg,75.83874321,0.011225436
label0_533261093.jpg,75.8925459,0.010496736
label0_2858af68b.jpg,75.91764919,0.008495986
label0_3b8754337.jpg,75.9249186,0.010158603
label0_ea5d87b7d.jpg,75.94600887,0.014503128
label0_101cb7171.jpg,75.97953528,0.008246214
label0_74c8a2d5a.jpg,76.00194012,0.014274472
label0_3df0aec51.jpg,76.05117988,0.012844813
label0_c96f172ef.jpg,76.05404835,0.00871484
label0_186ecdd0c.jpg,76.07080233,0.00952081
label0_2797387f0.jpg,76.12617008,0.006617614
label0_0482ee1d6.jpg,76.14177937,0.011826541
label0_324a68581.jpg,76.3415569,0.014110327
label0_daf330a10.jpg,76.36417422,0.008385769
label0_2763c7f16.jpg,76.5072226,0.012642155
label0_fbab82e58.jpg,76.53414312,0.013512323
label0_18a277ca3.jpg,76.62654414,0.014187664
label0_e1de957d4.jpg,76.73735821,0.013151138
label0_b87c9b9b4.jpg,76.78012346,0.014157957
label0_6c52f92bc.jpg,76.78092444,0.008127281
label0_8d7f2d82b.jpg,76.96407047,0.007145077
label0_3f588b2c6.jpg,77.00608523,0.007328437
label0_c48774b2c.jpg,77.02394211,0.013454866
label0_88dfc4f14.jpg,77.02583548,0.014485086
label0_412067256.jpg,77.04429409,0.004600493
label0_7e9c06c77.jpg,77.05079228,0.014794278
label0_1b13686ba.jpg,77.19316922,0.008838534
label0_522f217cb.jpg,77.24734103,0.011321106
label0_47f7d89cc.jpg,77.24832768,0.010788251
label0_db6e420b2.jpg,77.36920965,0.015085504
label0_c6af59abe.jpg,77.38491787,0.009513615
label0_9ce9f9c78.jpg,77.3878767,0.015092777
label0_3622e19a4.jpg,77.43762426,0.01509567
label0_09b8f16ad.jpg,77.69007513,0.014256401
label0_29f9c04b5.jpg,77.78978386,0.014301696
label0_6fe73c77e.jpg,77.88684721,0.014882398
label0_ac095f7d7.jpg,77.94275307,0.012760804
label0_bbd5080f6.jpg,77.94877063,0.012121395
label0_935e893bb.jpg,77.96174616,0.012985076
label0_1aecf21ad.jpg,77.99606414,0.014921141
label0_6d5103080.jpg,78.00600012,0.006239091
label0_d04b0722b.jpg,78.0403486,0.00548864
label0_c1482dc0c.jpg,78.08389656,0.01253465
label0_9172281a1.jpg,78.12735204,0.015347596
label0_4fb9f5229.jpg,78.15116692,0.013626832
label0_c303505d3.jpg,78.19207976,0.014277181
label0_058f6a9c6.jpg,78.32339607,0.01505105
label0_5c3d3b23e.jpg,78.38570151,0.013562716
label0_edb2ae02b.jpg,78.64795664,0.00820701
label0_a30f25e82.jpg,78.71440705,0.009565239
label0_9d1e8be32.jpg,78.8025272,0.011871063
label0_5bd1b4f04.jpg,78.85161279,0.015210167
label0_b9ca31b9c.jpg,78.86232613,0.012659446
label0_4d10e57c3.jpg,78.88352268,0.013994748
label0_dfaf08628.jpg,78.91881159,0.015198471
label0_5fbb1a20d.jpg,78.98978019,0.013803907
label0_bcd819a3b.jpg,79.05650732,0.01133951
label0_01d97b205.jpg,79.12114636,0.015754567
label0_11e51739f.jpg,79.19372681,0.015693683
label0_45059bf5b.jpg,79.22044812,0.005085197
label0_c7f5f72b0.jpg,79.24027264,0.01306049
label0_7dfa03913.jpg,79.26914863,0.015548307
label0_bbe2a369a.jpg,79.28844833,0.013615727
label0_376f54c5f.jpg,79.34771331,0.012287519
label0_385295005.jpg,79.42756793,0.015774436
label0_7f10fcbfe.jpg,79.43232646,0.014753664
label0_1cf3a123f.jpg,79.44126772,0.009124549
label0_00762aa3b.jpg,79.46688574,0.015415308
label0_73458deb4.jpg,79.50392764,0.00868596
label0_ef6f50a86.jpg,79.51880426,0.015569255
label0_1b9016dd1.jpg,79.51902734,0.013845641
label0_f63112dc2.jpg,79.56438609,0.015914775
label0_402fd7af3.jpg,79.58813356,0.015507738
label0_001982b08.jpg,79.82948321,0.015550474
label0_99c626f1b.jpg,79.8626855,0.009124931
label0_038c59253.jpg,79.86339461,0.015157863
label0_31960a851.jpg,79.89297772,0.007067114
label0_3e8ec270d.jpg,79.89935047,0.006464152
label0_31450f104.jpg,79.97520146,0.012588317
label0_82bffd9d3.jpg,80.09338667,0.012662012
label0_c30ecf35c.jpg,80.14800755,0.012657695
label0_9b2ed195e.jpg,80.14909722,0.012657747
label0_a87090528.jpg,80.2384454,0.015829538
label0_a5a30d7e6.jpg,80.24348098,0.006316284
label0_af1cd15ef.jpg,80.32321587,0.016183088
label0_4c2f5781f.jpg,80.32578475,0.010798771
label0_f8332f3fc.jpg,80.4174099,0.012739858
label0_33a63f8da.jpg,80.44439001,0.015668184
label0_b4805acf7.jpg,80.46343793,0.013392193
label0_912f9cca9.jpg,80.49439592,0.010141425
label0_d4df89ff9.jpg,80.60099226,0.011459578
label0_ec72d1ebd.jpg,80.609781,0.005052827
label0_1f15d197c.jpg,80.61873875,0.012888378
label0_0dfc5aa21.jpg,80.68255966,0.015399528
label0_2a8a9529b.jpg,80.71719094,0.006179783
label0_8984056a5.jpg,80.80768546,0.015092554
label0_b41f8d117.jpg,80.85676972,0.011303257
label0_adeb12de3.jpg,80.8660718,0.010635111
label0_2363aaa1f.jpg,80.88448596,0.016033313
label0_87a76ce56.jpg,80.9026185,0.016067394
label0_dde1f8ad2.jpg,80.92848025,0.013486893
label0_af940d1ae.jpg,80.96423378,0.014666448
label0_e514a96ce.jpg,81.11239785,0.013694927
label0_13eaecb93.jpg,81.12656408,0.012838914
label0_4faf01808.jpg,81.15828867,0.00937908
label0_cd66a2861.jpg,81.19605873,0.011154344
label0_febaaaaa7.jpg,81.24504719,0.012770385
label0_92565d0e6.jpg,81.28786872,0.014130032
label0_2f20a50ea.jpg,81.30021515,0.012247778
label0_f035b1e71.jpg,81.32696734,0.015485159
label0_4d0883b27.jpg,81.3692777,0.005489051
label0_4bff64460.jpg,81.38980436,0.01568683
label0_02c7f44d9.jpg,81.46860874,0.010905271
label0_2384602d3.jpg,81.49558051,0.013707227
label0_fd81ef9be.jpg,81.6406589,0.006378357
label0_bfd00e92b.jpg,81.68160822,0.011040516
label0_6cbf50fc2.jpg,81.69270973,0.00505627
label0_d7311b37e.jpg,81.72240717,0.008980607
label0_8eec15551.jpg,81.84937244,0.004273803
label0_608bd49bc.jpg,81.9449738,0.006986605
label0_d8a2472a7.jpg,81.94606407,0.01459403
label0_cd90bf095.jpg,82.03305267,0.015229286
label0_ae00d2b3d.jpg,82.12261348,0.014857105
label0_a1708dc79.jpg,82.13913394,0.011267674
label0_c2514d9c0.jpg,82.14697353,0.011214752
label0_20134e94c.jpg,82.16015755,0.016067991
label0_5e08ca8ee.jpg,82.20526086,0.008329899
label0_65af2dedf.jpg,82.25147811,0.016189581
label0_809cf7d52.jpg,82.26500908,0.01053071
label0_594e0207a.jpg,82.28095621,0.016925214
label0_3fd0abc7e.jpg,82.36091138,0.016739793
label0_bf541d182.jpg,82.36819355,0.017091112
label0_62f8d0911.jpg,82.39426078,0.015006322
label0_b4f5b36a3.jpg,82.43147852,0.015489253
label0_212c420e6.jpg,82.64440495,0.015582682
label0_da2c63b68.jpg,82.66833694,0.009052753
label0_318921a5a.jpg,82.69116066,0.005803973
label0_739033fb5.jpg,82.69767622,0.016562932
label0_d717685ea.jpg,82.70431985,0.016478008
label0_1ecfcc78b.jpg,82.81709367,0.015407722
label0_d243bd0ac.jpg,82.85223656,0.017293902
label0_d4a504f7c.jpg,82.86799803,0.011595718
label0_160337c37.jpg,82.92799061,0.010025519
label0_e00119994.jpg,82.93669825,0.016171115
label0_45ebf8adb.jpg,82.94715178,0.016350551
label0_67e32351d.jpg,83.00284705,0.006276436
label0_d691b03b6.jpg,83.04651745,0.016098141
label0_afd067550.jpg,83.15720219,0.013578458
label0_1ab97ff12.jpg,83.18447531,0.016731706
label0_edb00bf08.jpg,83.23053184,0.017354542
label0_c6458c18b.jpg,83.319888,0.01607996
label0_6c47f6194.jpg,83.32275845,0.015591317
label0_08cb2b899.jpg,83.33144229,0.017094677
label0_eee687cf1.jpg,83.333483,0.006952763
label0_3b03d80ea.jpg,83.4341741,0.007580056
label0_e48411a83.jpg,83.49040514,0.015439952
label0_87b5d669b.jpg,83.50525334,0.017050155
label0_7bca7b205.jpg,83.53303334,0.010832525
label0_61defe67d.jpg,83.53435556,0.017308216
label0_9fb6cec57.jpg,83.60687405,0.015112652
label0_6ac05a8e4.jpg,83.62038018,0.008858595
label0_c81628edc.jpg,83.65344892,0.017540289
label0_c2d1aece4.jpg,83.69023458,0.016099749
label0_fbf0bf047.jpg,83.76970711,0.016906151
label0_2963d24c4.jpg,83.82687327,0.015488415
label0_dcd6231d8.jpg,83.8576558,0.012509415
label0_09fa983ff.jpg,83.87259025,0.016655853
label0_e4d934562.jpg,83.89390345,0.011337126
label0_a8a543129.jpg,83.93821917,0.01689997
label0_a50f29d7f.jpg,83.97991933,0.012781924
label0_211f39c22.jpg,84.01051343,0.01763323
label0_5aadb38a5.jpg,84.01901773,0.010953487
label0_049fb17a1.jpg,84.0830336,0.016406509
label0_b36dbc327.jpg,84.11407314,0.017499316
label0_53e277621.jpg,84.1298077,0.017739854
label0_77051d4a4.jpg,84.15481669,0.014710552
label0_eb5d79866.jpg,84.17715789,0.01763597
label0_19dd323a9.jpg,84.30309463,0.016598229
label0_2e0d5dde2.jpg,84.32490003,0.007215777
label0_1435e5572.jpg,84.36851553,0.012014438
label0_c267ba17c.jpg,84.39358717,0.016214965
label0_5e094a512.jpg,84.41726155,0.01795903
label0_91c93baf0.jpg,84.42384965,0.017972257
label0_770431e9a.jpg,84.53345986,0.010769183
label0_33653ce7d.jpg,84.54715002,0.016512971
label0_65ddaa254.jpg,84.56259095,0.014343892
label0_90010b3b7.jpg,84.56775366,0.016728626
label0_9528617c0.jpg,84.72498995,0.015674901
label0_4341a2af7.jpg,84.73806769,0.010050642
label0_e7ca69c59.jpg,84.76252926,0.016793012
label0_3bbc6a08c.jpg,84.80170234,0.01795244
label0_ab6f35523.jpg,84.8078425,0.008723304
label0_6ca581fb2.jpg,84.88455095,0.015979749
label0_602f44c93.jpg,84.92379758,0.012450561
label0_3df5661f0.jpg,84.9351831,0.015575479
label0_1834d87c4.jpg,84.95206138,0.01800674
label0_0b2edb671.jpg,85.02177454,0.014518824
label0_8bb714882.jpg,85.03981265,0.015046668
label0_3bff9e63a.jpg,85.06590918,0.014559073
label0_985c8ac4f.jpg,85.17312094,0.006761405
label0_fd83f3489.jpg,85.18048198,0.018292527
label0_885ca98f3.jpg,85.22685705,0.005423475
label0_7dc5466c1.jpg,85.24194591,0.017662744
label0_f56a760ba.jpg,85.2735813,0.005561473
label0_160391fb1.jpg,85.30351213,0.017370695
label0_4fcc02177.jpg,85.32338457,0.018292757
label0_4b7967ef9.jpg,85.33832742,0.014539995
label0_0da296499.jpg,85.36218001,0.013303781
label0_ddc1ce35c.jpg,85.37080798,0.012277792
label0_8d6802553.jpg,85.40977635,0.018016568
label0_3160151fd.jpg,85.46902391,0.008746845
label0_f7f254746.jpg,85.48899064,0.017445909
label0_b3f98347f.jpg,85.50764051,0.014089532
label0_313a8c602.jpg,85.54995869,0.005176195
label0_883ce8f4f.jpg,85.57150756,0.018449624
label0_0ba4c4183.jpg,85.6100685,0.009687368
label0_012a4581b.jpg,85.62636763,0.016404826
label0_bdae6df7b.jpg,85.63088864,0.006929447
label0_e6c67a7f2.jpg,85.68463515,0.018491935
label0_214453d43.jpg,85.69850373,0.018540336
label0_f4818a932.jpg,85.73090541,0.017565683
label0_1028475d0.jpg,85.73418618,0.016965438
label0_e252d3b42.jpg,85.74928854,0.010630197
label0_16f6acb96.jpg,85.7836099,0.017616306
label0_7977fcf7c.jpg,85.91539654,0.018011264
label0_c2ee826a9.jpg,85.91671217,0.018580549
label0_9e94842da.jpg,85.92437973,0.004795541
label0_fa154606d.jpg,86.00472131,0.012616315
label0_694a51dba.jpg,86.01193662,0.006421377
label0_2c3abe940.jpg,86.09306651,0.017380555
label0_8c65e7d1a.jpg,86.09939885,0.015328152
label0_fa492c084.jpg,86.10483672,0.018320653
label0_5d6a267d1.jpg,86.11745178,0.01688336
label0_28146d20d.jpg,86.12336931,0.01644334
label0_4220ef6ea.jpg,86.19628762,0.018644741
label0_1fd4cb300.jpg,86.21827856,0.015036386
label0_5cf1e588e.jpg,86.22846026,0.014315713
label0_9830b6cd8.jpg,86.30725537,0.018803717
label0_6da09ded5.jpg,86.33041246,0.01116783
label0_8aaaf636b.jpg,86.43121633,0.013705374
label0_2d586fa43.jpg,86.45180722,0.010702672
label0_52a357188.jpg,86.45291376,0.018216485
label0_bd3e08bae.jpg,86.46310438,0.014036065
label0_1dec24f86.jpg,86.64717437,0.017777208
label0_21a8354ac.jpg,86.65614531,0.017924992
label0_3dea8ca2e.jpg,86.67331019,0.014214162
label0_e4f959925.jpg,86.6830728,0.012575833
label0_711754ca4.jpg,86.7419461,0.011099463
label0_a31917703.jpg,86.74666532,0.017440391
label0_73d744a0d.jpg,86.76513473,0.008298916
label0_e0a16fca0.jpg,86.78372753,0.012368839
label0_dcc794850.jpg,86.83489537,0.018950583
label0_cec71df2a.jpg,86.83783691,0.017829412
label0_1b64da256.jpg,86.84821823,0.018359999
label0_ee63f3e1e.jpg,86.88393058,0.017707563
label0_3b2ad5e0b.jpg,86.90392818,0.016302844
label0_93e01b862.jpg,86.96327587,0.01726608
label0_13f563a54.jpg,86.96550139,0.015878832
label0_3645f148f.jpg,86.9931281,0.007213017
label0_3fcad5fbe.jpg,87.01013185,0.010873472
label0_e0eade7b1.jpg,87.02037837,0.008116217
label0_3b657666a.jpg,87.02191613,0.015254625
label0_cb70a10d6.jpg,87.03145039,0.014250517
label0_f928cdeea.jpg,87.03413163,0.017183762
label0_6c135420d.jpg,87.0485296,0.01911513
label0_50d92eec1.jpg,87.07002816,0.017512666
label0_6df12620f.jpg,87.08691174,0.019031352
label0_729ff5766.jpg,87.0984952,0.017917649
label0_33f054f80.jpg,87.09891234,0.018888338
label0_3e8e9acc6.jpg,87.10252533,0.018777242
label0_6af49356c.jpg,87.14099143,0.018441686
label0_d3478f166.jpg,87.14847768,0.006405374
